taxon_order,category,species_code,primary_com_name,sci_name
24604,species,maywhe1,Mayotte White-eye,Zosterops mayottensis
24605,species,aldwhe1,Aldabra White-eye,Zosterops aldabrensis
24606,species,anjwhe1,Anjouan White-eye,Zosterops anjuanensis
24607,species,brrwhe4,Taita White-eye,Zosterops silvanus
24608,species,capwhe6,Orange River White-eye,Zosterops pallidus
24609,species,brrwhe10,South Pare White-eye,Zosterops winifredae
24610,species,capwhe2,Cape White-eye,Zosterops virens
24611,issf,capwhe4,Cape White-eye (Cape),Zosterops virens capensis
24612,issf,capwhe5,Cape White-eye (Green),Zosterops virens virens
24613,hybrid,x00968,Orange River x Cape White-eye (hybrid),Zosterops pallidus x virens
24614,slash,y01154,Orange River/Cape White-eye,Zosterops pallidus/virens
24615,species,camspe1,Cameroon Speirops,Zosterops melanocephalus
24616,species,fepspe1,Bioko Speirops,Zosterops brunneus
24617,species,heuwhe2,Heuglin's White-eye,Zosterops poliogastrus
24618,issf,brrwhe6,Heuglin's White-eye (Ethiopian),Zosterops poliogastrus poliogastrus
24619,issf,brrwhe7,Heuglin's White-eye (Kaffa),Zosterops poliogastrus kaffensis
24620,issf,brrwhe5,Heuglin's White-eye (Kulal),Zosterops poliogastrus kulalensis
24621,species,brrwhe3,Kikuyu White-eye,Zosterops kikuyuensis
24622,species,brrwhe8,Kilimanjaro White-eye,Zosterops eurycricotus
24623,spuh,brrwhe1,broad-ringed white-eye sp.,Zosterops sp. (Broad-ringed White-eye complex)
24624,species,ayweye1,African Yellow White-eye,Zosterops senegalensis
24625,issf,afywhe1,African Yellow White-eye (Forest),Zosterops senegalensis stenocricotus
24626,issf,afywhe2,African Yellow White-eye (African Yellow),Zosterops senegalensis [senegalensis Group]
24635,issf,afywhe3,African Yellow White-eye (Green),Zosterops senegalensis [stuhlmanni Group]
24639,issf,afywhe4,African Yellow White-eye (Southern),Zosterops senegalensis anderssoni/stierlingi
24642,species,peweye1,Pemba White-eye,Zosterops vaughani
24643,species,ceywhe1,Sri Lanka White-eye,Zosterops ceylonensis
24644,species,cfweye1,Chestnut-flanked White-eye,Zosterops erythropleurus
24645,species,indwhe1,Indian White-eye,Zosterops palpebrosus
24653,species,humwhe1,Hume's White-eye,Zosterops auriventer
24658,species,sanwhe2,Sangkar White-eye,Zosterops melanurus
24661,form,merwhe1,Meratus White-eye (undescribed form),Zosterops [undescribed Meratus form]
24662,species,warwhe1,Warbling White-eye,Zosterops japonicus
24678,species,swiwhe1,Swinhoe's White-eye,Zosterops simplex
24684,slash,y01105,Indian/Swinhoe's White-eye,Zosterops palpebrosus/simplex
24685,slash,y01155,Hume's/Swinhoe's White-eye,Zosterops auriventer/simplex
24686,species,loweye2,Lowland White-eye,Zosterops meyeni
24689,species,brweye1,Bridled White-eye,Zosterops conspicillatus
24690,issf,briwhe1,Bridled White-eye (Bridled),Zosterops conspicillatus conspicillatus
24691,issf,briwhe2,Bridled White-eye (Saipan),Zosterops conspicillatus saypani
24692,species,rotwhe1,Rota White-eye,Zosterops rotensis
24693,species,ciweye1,Caroline Islands White-eye,Zosterops semperi
24697,species,plweye1,Plain White-eye,Zosterops hypolais
24698,species,bkcwhe1,Black-capped White-eye,Zosterops atricapilla
24701,species,evweye1,Everett's White-eye,Zosterops everetti
24708,species,yelwhe1,Yellowish White-eye,Zosterops nigrorum
24717,species,ciweye2,Christmas Island White-eye,Zosterops natalis
24718,species,jaweye2,Javan White-eye,Zosterops flavus
24719,species,yebwhe1,Lemon-bellied White-eye,Zosterops chloris
24720,issf,lebwhe1,Lemon-bellied White-eye (Lemon-bellied),Zosterops chloris [chloris Group]
24725,issf,lebwhe2,Lemon-bellied White-eye (Wakatobi),Zosterops chloris flavissimus
24726,species,asbwhe1,Ashy-bellied White-eye,Zosterops citrinella
24731,species,grkwhe1,Great Kai White-eye,Zosterops grayi
24732,species,likwhe1,Little Kai White-eye,Zosterops uropygialis
24733,species,sulwhe1,Sulawesi White-eye,Zosterops consobrinorum
24734,form,wawwhe1,Wangi-Wangi White-eye (undescribed form),Zosterops [undescribed Wangi-Wangi form]
24735,species,bkrwhe1,Black-ringed White-eye,Zosterops anomalus
24736,species,ysweye1,Yellow-spectacled White-eye,Zosterops wallacei
24737,species,bcweye2,Black-crowned White-eye,Zosterops atrifrons
24742,species,togwhe1,Togian White-eye,Zosterops somadikartai
24743,species,sanwhe1,Sangihe White-eye,Zosterops nehrkorni
24744,species,serwhe1,Seram White-eye,Zosterops stalkeri
24745,species,crtwhe1,Cream-throated White-eye,Zosterops atriceps
24746,issf,crtwhe2,Cream-throated White-eye (Morotai),Zosterops atriceps dehaani
24747,issf,crtwhe3,Cream-throated White-eye (Halmahera),Zosterops atriceps fuscifrons
24748,issf,crtwhe4,Cream-throated White-eye (Bacan),Zosterops atriceps atriceps
24749,form,obiwhe1,Obi White-eye (undescribed form),Zosterops [undescribed Obi form]
24750,species,bfweye1,Black-fronted White-eye,Zosterops minor
24751,issf,bkfwhe1,Black-fronted White-eye (Black-fronted),Zosterops minor [chrysolaemus Group]
24756,issf,bkfwhe2,Black-fronted White-eye (Green-fronted),Zosterops minor minor/rothschildi
24759,species,wtweye1,Tagula White-eye,Zosterops meeki
24760,species,bhweye1,Black-headed White-eye,Zosterops hypoxanthus
24764,species,biweye1,Biak White-eye,Zosterops mysorensis
24765,species,capwhe3,Capped White-eye,Zosterops fuscicapilla
24766,issf,capwhe7,Capped White-eye (Capped),Zosterops fuscicapilla fuscicapilla
24767,issf,capwhe8,Capped White-eye (Oya Tabu),Zosterops fuscicapilla crookshanki
24768,species,burwhe1,Buru White-eye,Zosterops buruensis
24769,species,ambwhe1,Ambon White-eye,Zosterops kuehni
24770,species,ngweye1,New Guinea White-eye,Zosterops novaeguineae
24778,species,ayweye3,Australian Yellow White-eye,Zosterops luteus
24781,species,loweye1,Louisiade White-eye,Zosterops griseotinctus
24786,species,reweye1,Rennell White-eye,Zosterops rennellianus
24787,species,baweye2,Banded White-eye,Zosterops vellalavella
24788,species,gaweye1,Ganongga White-eye,Zosterops splendidus
24789,species,spweye2,Splendid White-eye,Zosterops luteirostris
24790,species,ytweye1,Yellow-throated White-eye,Zosterops metcalfii
24793,species,soiwhe1,Solomons White-eye,Zosterops kulambangrae
24794,issf,soiwhe2,Solomons White-eye (Solomons),Zosterops kulambangrae kulambangrae
24795,issf,soiwhe3,Solomons White-eye (Rendova),Zosterops kulambangrae tetiparius/paradoxus
24798,species,kulwhe1,Kolombangara White-eye,Zosterops murphyi
24799,species,gytwhe1,Gray-throated White-eye,Zosterops ugiensis
24800,issf,gytwhe2,Gray-throated White-eye (Bougainville),Zosterops ugiensis hamlini
24801,issf,gytwhe3,Gray-throated White-eye (Gray-throated),Zosterops ugiensis ugiensis/oblitus
24804,species,maweye2,Malaita White-eye,Zosterops stresemanni
24805,species,sacwhe1,Santa Cruz White-eye,Zosterops sanctaecrucis
24806,species,vanwhe1,Vanikoro White-eye,Zosterops gibbsi
24807,species,llweye1,Large Lifou White-eye,Zosterops inornatus
24808,species,gnbwhe1,Green-backed White-eye,Zosterops xanthochroa
24809,species,slweye1,Small Lifou White-eye,Zosterops minutus
24810,species,sbweye1,Slender-billed White-eye,Zosterops tenuirostris
24811,species,robwhe1,Robust White-eye,Zosterops strenuus
24812,species,wcweye1,White-chested White-eye,Zosterops albogularis
24813,species,laweye1,Layard's White-eye,Zosterops explorator
24814,species,silver3,Silvereye,Zosterops lateralis
24832,slash,y00817,Layard's White-eye/Silvereye,Zosterops explorator/lateralis
24833,species,yfweye1,Yellow-fronted White-eye,Zosterops flavifrons
24841,species,saweye1,Samoan White-eye,Zosterops samoensis
24842,species,duweye1,Dusky White-eye,Zosterops finschii
24843,species,pohwhe1,Pohnpei White-eye,Zosterops ponapensis
24844,species,koswhe1,Kosrae White-eye,Zosterops cinereus
24845,species,yapwhe1,Yap White-eye,Zosterops oleagineus
24846,spuh,zoster1,Zosterops sp.,Zosterops sp.
24847,spuh,white-1,white-eye sp.,Zosteropidae sp.
24848,species,chcbab1,Chestnut-capped Babbler,Timalia pileata
24855,species,sttbab1,Pin-striped Tit-Babbler,Mixornis gularis
24856,issf,pistib1,Pin-striped Tit-Babbler (Pin-striped),Mixornis gularis [gularis Group]
24870,issf,pistib2,Pin-striped Tit-Babbler (Palawan),Mixornis gularis woodi
24871,species,bostib1,Bold-striped Tit-Babbler,Mixornis bornensis
24872,issf,bostib2,Bold-striped Tit-Babbler (Bold-striped),Mixornis bornensis [bornensis Group]
24880,issf,bostib3,Bold-striped Tit-Babbler (Mapun),Mixornis bornensis cagayanensis
24881,species,gyctib1,Gray-cheeked Tit-Babbler,Mixornis flavicollis
24882,issf,gyctib2,Gray-cheeked Tit-Babbler (Gray-cheeked),Mixornis flavicollis flavicollis
24883,issf,gyctib3,Gray-cheeked Tit-Babbler (Kangean),Mixornis flavicollis prillwitzi
24884,species,gyftib1,Gray-faced Tit-Babbler,Mixornis kelleyi
24885,slash,y01051,Pin-striped/Gray-faced Tit-Babbler,Mixornis gularis/kelleyi
24886,species,tabbab1,Tawny-bellied Babbler,Dumetia hyperythra
24890,species,dafbab1,Dark-fronted Babbler,Rhopocichla atriceps
24891,issf,dafbab2,Dark-fronted Babbler (atriceps),Rhopocichla atriceps atriceps
24892,issf,dafbab3,Dark-fronted Babbler (bourdilloni),Rhopocichla atriceps bourdilloni
24893,issf,dafbab4,Dark-fronted Babbler (siccata),Rhopocichla atriceps siccata
24894,issf,dafbab5,Dark-fronted Babbler (nigrifrons),Rhopocichla atriceps nigrifrons
24895,species,brtbab1,Brown Tit-Babbler,Macronus striaticeps
24900,species,fbtbab1,Fluffy-backed Tit-Babbler,Macronus ptilosus
24905,species,golbab1,Golden Babbler,Cyanoderma chrysaeum
24912,species,chwbab1,Chestnut-winged Babbler,Cyanoderma erythropterum
24913,issf,chwbab2,Chestnut-winged Babbler (Chestnut-winged),Cyanoderma erythropterum [erythropterum Group]
24917,issf,chwbab3,Chestnut-winged Babbler (Gray-hooded),Cyanoderma erythropterum bicolor/rufum
24920,species,crcbab1,Crescent-chested Babbler,Cyanoderma melanothorax
24926,species,blcbab2,Black-chinned Babbler,Cyanoderma pyrrhops
24927,species,rucbab1,Rufous-capped Babbler,Cyanoderma ruficeps
24935,species,bucbab1,Buff-chested Babbler,Cyanoderma ambiguum
24940,species,rufbab2,Rufous-fronted Babbler,Cyanoderma rufifrons
24946,spuh,cyanod1,Cyanoderma sp.,Cyanoderma sp.
24947,species,rtwbab1,Rufous-throated Wren-Babbler,Spelaeornis caudatus
24948,species,miswrb1,Rusty-throated Wren-Babbler,Spelaeornis badeigularis
24949,species,bwwbab1,Bar-winged Wren-Babbler,Spelaeornis troglodytoides
24955,species,ltwbab1,Long-tailed Wren-Babbler,Spelaeornis chocolatinus
24956,species,chhwrb1,Chin Hills Wren-Babbler,Spelaeornis oatesi
24957,species,gybwrb1,Gray-bellied Wren-Babbler,Spelaeornis reptatus
24958,species,patwrb1,Pale-throated Wren-Babbler,Spelaeornis kinneari
24959,species,tbwbab1,Tawny-breasted Wren-Babbler,Spelaeornis longicaudatus
24960,species,rbsbab1,Red-billed Scimitar-Babbler,Pomatorhinus ochraceiceps
24965,species,cbsbab2,Coral-billed Scimitar-Babbler,Pomatorhinus ferruginosus
24966,issf,cobscb1,Coral-billed Scimitar-Babbler (Black-crowned),Pomatorhinus ferruginosus ferruginosus
24967,issf,cobscb2,Coral-billed Scimitar-Babbler (Phayre's),Pomatorhinus ferruginosus phayrei/stanfordi
24970,issf,cobscb3,Coral-billed Scimitar-Babbler (albogularis Group),Pomatorhinus ferruginosus [albogularis Group]
24974,slash,y01110,Red-billed/Coral-billed Scimitar-Babbler,Pomatorhinus ochraceiceps/ferruginosus
24975,species,sbsbab1,Slender-billed Scimitar-Babbler,Pomatorhinus superciliaris
24980,species,sbsbab3,Streak-breasted Scimitar-Babbler,Pomatorhinus ruficollis
24994,species,taiscb1,Taiwan Scimitar-Babbler,Pomatorhinus musicus
24995,species,insbab1,Indian Scimitar-Babbler,Pomatorhinus horsfieldii
25000,species,srlscb1,Sri Lanka Scimitar-Babbler,Pomatorhinus melanurus
25001,species,wbsbab1,White-browed Scimitar-Babbler,Pomatorhinus schisticeps
25015,slash,y01119,Streak-breasted/White-browed Scimitar-Babbler,Pomatorhinus ruficollis/schisticeps
25016,species,cbsbab1,Chestnut-backed Scimitar-Babbler,Pomatorhinus montanus
25017,issf,chbscb2,Chestnut-backed Scimitar-Babbler (Sunda),Pomatorhinus montanus bornensis/occidentalis
25020,issf,chbscb1,Chestnut-backed Scimitar-Babbler (Javan),Pomatorhinus montanus montanus/ottolanderi
25023,spuh,pomato1,Pomatorhinus sp.,Pomatorhinus sp.
25024,species,lasbab1,Large Scimitar-Babbler,Megapomatorhinus hypoleucos
25030,species,sbsbab2,Black-necklaced Scimitar-Babbler,Megapomatorhinus erythrocnemis
25031,species,rcsbab1,Rusty-cheeked Scimitar-Babbler,Megapomatorhinus erythrogenys
25037,species,spbscb1,Spot-breasted Scimitar-Babbler,Megapomatorhinus mcclellandi
25038,species,bksscb1,Black-streaked Scimitar-Babbler,Megapomatorhinus gravivox
25045,species,gysscb1,Gray-sided Scimitar-Babbler,Megapomatorhinus swinhoei
25048,species,whbbab2,White-breasted Babbler,Stachyris grammiceps
25049,species,bltbab1,Black-throated Babbler,Stachyris nigricollis
25050,species,chrbab1,Chestnut-rumped Babbler,Stachyris maculata
25055,species,gytbab1,Gray-throated Babbler,Stachyris nigriceps
25069,species,gyhbab1,Gray-headed Babbler,Stachyris poliocephala
25070,species,whnbab1,White-necked Babbler,Stachyris leucotis
25074,species,whbbab1,White-bibbed Babbler,Stachyris thoracica
25077,species,sntbab1,Snowy-throated Babbler,Stachyris oglei
25078,species,spnbab1,Spot-necked Babbler,Stachyris strialata
25086,species,soobab1,Sooty Babbler,Stachyris herberti
25087,species,nonbab1,Nonggang Babbler,Stachyris nonggangensis
25088,species,wbwbab1,Blackish-breasted Babbler,Stachyris humei
25089,species,chbbab1,Chevron-breasted Babbler,Stachyris roberti
25090,spuh,stachy1,Stachyris sp.,Stachyris sp.
25091,spuh,babble1,Timaliidae sp.,Timaliidae sp.
25092,species,palbab1,Palawan Babbler,Malacopteron palawanense
25093,species,moubab1,Moustached Babbler,Malacopteron magnirostre
25096,species,socbab1,Sooty-capped Babbler,Malacopteron affine
25100,species,sccbab1,Scaly-crowned Babbler,Malacopteron cinereum
25106,species,rucbab2,Rufous-crowned Babbler,Malacopteron magnum
25109,species,gybbab1,Gray-breasted Babbler,Malacopteron albogulare
25112,spuh,malaco1,Malacopteron sp.,Malacopteron sp.
25113,species,whhbab2,White-hooded Babbler,Gampsorhynchus rufulus
25114,species,colbab1,Collared Babbler,Gampsorhynchus torquatus
25117,species,yetful1,Yellow-throated Fulvetta,Schoeniparus cinereus
25118,species,ruwful1,Rufous-winged Fulvetta,Schoeniparus castaneceps
25123,species,bkcful1,Black-crowned Fulvetta,Schoeniparus klossi
25124,species,rutful1,Rufous-throated Fulvetta,Schoeniparus rufogularis
25131,species,dusful1,Dusky Fulvetta,Schoeniparus brunneus
25136,species,rucful1,Rusty-capped Fulvetta,Schoeniparus dubius
25142,spuh,fulvet1,Schoeniparus sp.,Schoeniparus sp.
25143,species,ruvpri1,Rufous-vented Grass Babbler,Laticilla burnesii
25146,species,swapri1,Swamp Grass Babbler,Laticilla cinerascens
25147,species,broill1,Brown Illadopsis,Illadopsis fulvescens
25148,issf,brnill1,Brown Illadopsis (Moloney's),Illadopsis fulvescens moloneyana/iboensis
25151,issf,brnill2,Brown Illadopsis (Brown),Illadopsis fulvescens [fulvescens Group]
25156,species,pabill1,Pale-breasted Illadopsis,Illadopsis rufipennis
25157,issf,pabill2,Pale-breasted Illadopsis (Pale-breasted),Illadopsis rufipennis rufipennis/extrema
25160,issf,pabill3,Pale-breasted Illadopsis (Gray-breasted),Illadopsis rufipennis distans/pugensis
25163,species,mouill1,Mountain Illadopsis,Illadopsis pyrrhoptera
25166,species,blaill1,Blackcap Illadopsis,Illadopsis cleaveri
25167,issf,blaill2,Blackcap Illadopsis (Western),Illadopsis cleaveri cleaveri/johnsoni
25170,issf,blaill3,Blackcap Illadopsis (Eastern),Illadopsis cleaveri batesi/marchanti
25173,issf,blaill4,Blackcap Illadopsis (Bioko),Illadopsis cleaveri poensis
25174,species,scbill1,Scaly-breasted Illadopsis,Illadopsis albipectus
25175,species,ruwill1,Rufous-winged Illadopsis,Illadopsis rufescens
25176,species,puvill1,Puvel's Illadopsis,Illadopsis puveli
25179,species,thrbab1,Thrush Babbler,Illadopsis turdina
25180,issf,thrbab2,Thrush Babbler (Rufous-tailed),Illadopsis turdina harterti
25181,issf,thrbab3,Thrush Babbler (Thrush),Illadopsis turdina turdina
25182,issf,thrbab4,Thrush Babbler (Olive),Illadopsis turdina upembae
25183,spuh,illado1,Illadopsis sp.,Illadopsis sp.
25184,species,putbab1,Puff-throated Babbler,Pellorneum ruficeps
25211,species,blcbab1,Black-capped Babbler,Pellorneum capistratum
25212,issf,bkcbab1,Black-capped Babbler (Black-capped),Pellorneum capistratum [nigrocapitatum Group]
25217,issf,bkcbab2,Black-capped Babbler (Rufous-browed),Pellorneum capistratum capistratum
25218,species,bncbab1,Brown-capped Babbler,Pellorneum fuscocapillus
25222,species,marbab2,Marsh Babbler,Pellorneum palustre
25223,species,sptbab1,Spot-throated Babbler,Pellorneum albiventre
25228,species,bubbab1,Buff-breasted Babbler,Pellorneum tickelli
25234,species,sumbab1,Sumatran Babbler,Pellorneum buettikoferi
25235,species,tembab1,Temminck's Babbler,Pellorneum pyrrogenys
25241,species,shtbab1,Short-tailed Babbler,Pellorneum malaccense
25246,species,ashbab1,Ashy-headed Babbler,Pellorneum cinereiceps
25247,species,whcbab1,White-chested Babbler,Pellorneum rostratum
25250,species,sulbab1,Sulawesi Babbler,Pellorneum celebense
25255,species,ferbab1,Ferruginous Babbler,Pellorneum bicolor
25256,species,stwbab3,Striped Wren-Babbler,Kenopia striata
25257,species,eywbab1,Eyebrowed Wren-Babbler,Napothera epilepidota
25271,species,stsbab1,Short-tailed Scimitar-Babbler,Napothera danjoui
25274,species,namscb1,Naung Mung Scimitar-Babbler,Napothera naungmungensis
25275,species,lbwbab1,Long-billed Wren-Babbler,Napothera malacoptila
25276,species,whtwrb1,White-throated Wren-Babbler,Napothera pasquieri
25277,species,sumwrb1,Sumatran Wren-Babbler,Napothera albostriata
25278,species,bowbab1,Bornean Wren-Babbler,Ptilocichla leucogrammica
25279,species,stwbab2,Striated Wren-Babbler,Ptilocichla mindanensis
25284,species,fawbab1,Falcated Wren-Babbler,Ptilocichla falcata
25285,species,abbbab1,Abbott's Babbler,Turdinus abbotti
25294,species,horbab2,Horsfield's Babbler,Turdinus sepiarius
25295,issf,horbab1,Horsfield's Babbler (Hartert's),Turdinus sepiarius tardinatus/barussanus
25298,issf,horbab3,Horsfield's Babbler (Horsfield's),Turdinus sepiarius sepiarius
25299,issf,horbab4,Horsfield's Babbler (Salvadori's),Turdinus sepiarius rufiventris/harterti
25302,species,blbbab1,Black-browed Babbler,Turdinus perspicillatus
25303,species,lawbab1,Large Wren-Babbler,Turdinus macrodactylus
25307,species,rbwbab1,Rusty-breasted Wren-Babbler,Turdinus rufipectus
25308,species,btwbab1,Black-throated Wren-Babbler,Turdinus atrigularis
25309,species,mawbab1,Marbled Wren-Babbler,Turdinus marmoratus
25312,species,liwbab1,Limestone Wren-Babbler,Turdinus crispifrons
25313,issf,limwrb1,Limestone Wren-Babbler (Grayish),Turdinus crispifrons crispifrons/annamensis
25316,issf,limwrb2,Limestone Wren-Babbler (Rufous),Turdinus crispifrons calcicola
25317,species,stwbab1,Streaked Wren-Babbler,Turdinus brevicaudatus
25326,species,mowbab1,Mountain Wren-Babbler,Turdinus crassus
25327,species,rurgra1,Indian Grassbird,Graminicola bengalensis
25328,species,chigra1,Chinese Grassbird,Graminicola striatus
25331,spuh,pellor1,Pellorneidae sp.,Pellorneidae sp.
25332,species,gofful2,Gold-fronted Fulvetta,Alcippe variegaticeps
25333,species,broful1,Brown Fulvetta,Alcippe brunneicauda
25336,species,brcful1,Brown-cheeked Fulvetta,Alcippe poioicephala
25345,species,gycful1,Morrison's Fulvetta,Alcippe morrisonia
25346,species,gycful4,Yunnan Fulvetta,Alcippe fratercula
25349,species,gycful3,David's Fulvetta,Alcippe davidi
25352,species,gycful5,Huet's Fulvetta,Alcippe hueti
25355,species,javful1,Javan Fulvetta,Alcippe pyrrhoptera
25356,species,mouful1,Mountain Fulvetta,Alcippe peracensis
25359,species,nepful1,Nepal Fulvetta,Alcippe nipalensis
25363,species,bkbful1,Black-browed Fulvetta,Alcippe grotei
25366,slash,y00653,Mountain/Black-browed Fulvetta,Alcippe peracensis/grotei
25367,spuh,alcipp1,Alcippe sp.,Alcippe sp.
25368,species,strlau2,Striated Laughingthrush,Grammatoptila striata
25373,species,cutia1,Himalayan Cutia,Cutia nipalensis
25377,species,viecut1,Vietnamese Cutia,Cutia legalleni
25380,species,spibab1,Spiny Babbler,Turdoides nipalensis
25381,species,irabab1,Iraq Babbler,Turdoides altirostris
25382,species,combab1,Afghan Babbler,Turdoides huttoni
25385,species,combab3,Common Babbler,Turdoides caudata
25388,species,strbab1,Striated Babbler,Turdoides earlei
25391,slash,y01072,Common/Striated Babbler,Turdoides caudata/earlei
25392,species,whtbab1,White-throated Babbler,Turdoides gularis
25393,species,slbbab1,Slender-billed Babbler,Turdoides longirostris
25394,species,lagbab2,Large Gray Babbler,Turdoides malcolmi
25395,species,arabab1,Arabian Babbler,Turdoides squamiceps
25399,species,fulcha1,Fulvous Chatterer,Turdoides fulva
25404,species,scacha1,Scaly Chatterer,Turdoides aylmeri
25409,species,rufcha2,Rufous Chatterer,Turdoides rubiginosa
25414,species,rufbab3,Rufous Babbler,Turdoides subrufa
25417,species,junbab2,Jungle Babbler,Turdoides striata
25418,issf,junbab1,Jungle Babbler (Jungle),Turdoides striata [striata Group]
25423,issf,junbab3,Jungle Babbler (Black-winged),Turdoides striata somervillei
25424,species,orbbab1,Orange-billed Babbler,Turdoides rufescens
25425,species,yebbab1,Yellow-billed Babbler,Turdoides affinis
25428,slash,y00818,Jungle/Yellow-billed Babbler,Turdoides striata/affinis
25429,species,blabab2,Blackcap Babbler,Turdoides reinwardtii
25430,issf,blabab1,Blackcap Babbler (Blackcap),Turdoides reinwardtii reinwardtii
25431,issf,blabab3,Blackcap Babbler (Dusky-throated),Turdoides reinwardtii stictilaema
25432,species,dusbab2,Dusky Babbler,Turdoides tenebrosa
25433,species,bklbab1,Black-lored Babbler,Turdoides sharpei
25434,issf,bklbab2,Black-lored Babbler (Sharpe's),Turdoides sharpei sharpei
25435,issf,bklbab3,Black-lored Babbler (Nanyuki),Turdoides sharpei vepres
25436,species,harbab1,Hartlaub's Babbler,Turdoides hartlaubii
25439,species,bkfbab1,Black-faced Babbler,Turdoides melanops
25442,species,scabab2,Scaly Babbler,Turdoides squamulata
25446,species,whrbab2,White-rumped Babbler,Turdoides leucopygia
25452,species,sopbab1,Southern Pied-Babbler,Turdoides bicolor
25453,species,norpib1,Northern Pied-Babbler,Turdoides hypoleuca
25456,species,hipbab1,Hinde's Pied-Babbler,Turdoides hindei
25457,species,crebab1,Cretzschmar's Babbler,Turdoides leucocephala
25458,species,brobab1,Brown Babbler,Turdoides plebejus
25462,species,armbab1,Arrow-marked Babbler,Turdoides jardineii
25469,species,bacbab1,Bare-cheeked Babbler,Turdoides gymnogenys
25470,species,wtmbab1,White-throated Mountain-Babbler,Turdoides gilberti
25471,species,rcmbab1,Red-collared Mountain-Babbler,Turdoides rufocincta
25472,species,chmbab1,Chapin's Mountain-Babbler,Turdoides chapini
25476,species,capbab1,Capuchin Babbler,Turdoides atripennis
25477,issf,capbab2,Capuchin Babbler (Gray-hooded),Turdoides atripennis atripennis
25478,issf,capbab4,Capuchin Babbler (Black-crowned),Turdoides atripennis rubiginosus
25479,issf,capbab3,Capuchin Babbler (Brown-throated),Turdoides atripennis bohndorffi
25480,spuh,turdoi1,Turdoides sp.,Turdoides sp.
25481,species,ashlau1,Ashy-headed Laughingthrush,Garrulax cinereifrons
25482,species,sunlau1,Sunda Laughingthrush,Garrulax palliatus
25485,species,ruflau1,Rufous-fronted Laughingthrush,Garrulax rufifrons
25488,species,maslau1,Masked Laughingthrush,Garrulax perspicillatus
25489,species,whclau2,White-crested Laughingthrush,Garrulax leucolophus
25494,species,sumlau1,Sumatran Laughingthrush,Garrulax bicolor
25495,species,lenlau1,Lesser Necklaced Laughingthrush,Garrulax monileger
25506,species,blalau1,Black Laughingthrush,Garrulax lugubris
25507,species,bahlau1,Bare-headed Laughingthrush,Garrulax calvus
25508,species,camlau1,Cambodian Laughingthrush,Garrulax ferrarius
25509,species,whnlau1,White-necked Laughingthrush,Garrulax strepitans
25510,species,blhlau1,Black-hooded Laughingthrush,Garrulax milleti
25513,species,grylau1,Gray Laughingthrush,Garrulax maesi
25516,species,ruclau3,Rufous-cheeked Laughingthrush,Garrulax castanotis
25519,species,spblau1,Spot-breasted Laughingthrush,Garrulax merulinus
25522,species,orblau1,Orange-breasted Laughingthrush,Garrulax annamensis
25523,species,melthr,Chinese Hwamei,Garrulax canorus
25526,species,taihwa1,Taiwan Hwamei,Garrulax taewanus
25527,hybrid,x00816,Chinese x Taiwan Hwamei (hybrid),Garrulax canorus x taewanus
25528,slash,y00910,Chinese/Taiwan Hwamei,Garrulax canorus/taewanus
25529,spuh,garrul1,Garrulax sp.,Garrulax sp.
25530,species,suklau1,Snowy-cheeked Laughingthrush,Ianthocincla sukatschewi
25531,species,moulau1,Moustached Laughingthrush,Ianthocincla cineracea
25532,issf,moulau2,Moustached Laughingthrush (Western),Ianthocincla cineracea cineracea/strenua
25535,issf,moulau3,Moustached Laughingthrush (Eastern),Ianthocincla cineracea cinereiceps
25536,species,ruclau1,Rufous-chinned Laughingthrush,Ianthocincla rufogularis
25544,species,chelau1,Chestnut-eared Laughingthrush,Ianthocincla konkakinhensis
25545,species,spolau1,Spotted Laughingthrush,Ianthocincla ocellata
25550,species,barlau1,Barred Laughingthrush,Ianthocincla lunulata
25551,species,bielau1,Biet's Laughingthrush,Ianthocincla bieti
25552,species,gialau1,Giant Laughingthrush,Ianthocincla maxima
25553,species,gnlthr,Greater Necklaced Laughingthrush,Ianthocincla pectoralis
25561,slash,y01002,Lesser/Greater Necklaced Laughingthrush,Garrulax monileger/Ianthocincla pectoralis
25562,species,whtlau1,White-throated Laughingthrush,Ianthocincla albogularis
25566,species,ruclau2,Rufous-crowned Laughingthrush,Ianthocincla ruficeps
25567,species,runlau1,Rufous-necked Laughingthrush,Ianthocincla ruficollis
25568,species,chblau1,Chestnut-backed Laughingthrush,Ianthocincla nuchalis
25569,species,bltlau1,Black-throated Laughingthrush,Ianthocincla chinensis
25570,issf,bktlau1,Black-throated Laughingthrush (Black-throated),Ianthocincla chinensis [chinensis Group]
25575,issf,bktlau2,Black-throated Laughingthrush (Hainan),Ianthocincla chinensis monachus
25576,species,whclau1,White-cheeked Laughingthrush,Ianthocincla vassali
25577,species,yetlau1,Yellow-throated Laughingthrush,Ianthocincla galbana
25578,species,buclau1,Blue-crowned Laughingthrush,Ianthocincla courtoisi
25581,species,wynlau1,Wayanad Laughingthrush,Ianthocincla delesserti
25582,species,ruvlau1,Rufous-vented Laughingthrush,Ianthocincla gularis
25583,species,pedlau1,Pere David's Laughingthrush,Ianthocincla davidi
25588,species,gyslau,Gray-sided Laughingthrush,Ianthocincla caerulata
25594,species,ruslau1,Rusty Laughingthrush,Ianthocincla poecilorhyncha
25595,species,buflau1,Buffy Laughingthrush,Ianthocincla berthemyi
